"mention_name","mention_type","mention_popularity","mention_address","zip_code","mention_longitude","mention_latitude","no_of_blogFiles","mention_found_in_blogFiles"
"alabama","residential","7","""Alabama, Rovana, Inyo County, California, United States of America""","","-118.6109719","37.413435","10","""avalon_and_sacramento.json,avalon_and_sausalito.json,bakersfield_and_sacramento.json,bakersfield_and_sausalito.json,berkeley_and_riverside.json,carlsbad_and_san jose.json,irvine_and_sacramento.json,mammoth lakes_and_san diego.json,napa_and_san diego.json,sacramento_and_san bernardino.json"""
"alabama hills cafe","cafe","1","""Alabama Hills Cafe, West Post Street, Lone Pine, Inyo County, California, 93545, United States of America""","93545","-118.063058289756","36.6042366","5","""avalon_and_bakersfield.json,beverly hills_and_mammoth lakes.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_temecula.json"""
"alameda","administrative","29","""Alameda County, California, United States of America""","","-121.8991419","37.6090291","71","""anaheim_and_santa cruz.json,avalon_and_berkeley.json,avalon_and_san jose.json,berkeley_and_san jose.json,bakersfield_and_oakland.json,bakersfield_and_san jose.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_napa.json,berkeley_and_riverside.json,berkeley_and_sacramento.json,berkeley_and_san diego.json,berkeley_and_santa barbara.json,berkeley_and_santa cruz.json,berkeley_and_stockton.json,berkeley_and_carlsbad.json,berkeley_and_fremont.json,beverly hills_and_oakland.json,carlsbad_and_oakland.json,fremont_and_fresno.json,fremont_and_los angeles.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_san diego.json,fremont_and_santa barbara.json,fremont_and_santa cruz.json,fresno_and_san diego.json,fresno_and_santa cruz.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,fresno_and_riverside.json,long beach_and_oakland.json,long beach_and_san jose.json,los angeles_and_san jose.json,los angeles_and_sausalito.json,malibu_and_oakland.json,malibu_and_san francisco.json,monterey_and_oakland.json,monterey_and_riverside.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,napa_and_santa barbara.json,los angeles_and_santa cruz.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,newport beach_and_santa cruz.json,oakland_and_riverside.json,oakland_and_san diego.json,oakland_and_san luis obispo.json,oakland_and_santa barbara.json,oakland_and_santa cruz.json,oakland_and_stockton.json,pasadena_and_sacramento.json,riverside_and_sacramento.json,sacramento_and_san luis obispo.json,sacramento_and_santa cruz.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa cruz.json,san diego_and_san luis obispo.json,san diego_and_santa cruz.json,san diego_and_sausalito.json,san diego_and_stockton.json,san jose_and_san luis obispo.json,sacramento_and_san bernardino.json,sacramento_and_san francisco.json,irvine_and_stockton.json,san jose_and_sausalito.json,san jose_and_stockton.json,san luis obispo_and_stockton.json,santa cruz_and_stockton.json,santa monica_and_stockton.json"""
"alameda beach","beach","2","""Robert W. Crown Memorial State Beach, Shoreline Drive, South Shore, Alameda, Alameda County, California, 94501, United States of America""","94501","-122.260980560126","37.75789095","1","long beach_and_oakland.json"
"alameda county","administrative","8","""Alameda County, California, United States of America""","","-121.8991419","37.6090291","6","""avalon_and_berkeley.json,berkeley_and_fremont.json,fremont_and_monterey.json,fremont_and_oakland.json,fremont_and_san bernardino.json,fremont_and_san jose.json"""
"alameda county library","library","2","""Castro Valley Library, 3600, Norbridge Avenue, Alameda County, California, 94546, United States of America""","94546","-122.07103","37.6929694","2","""fremont_and_san bernardino.json,fremont_and_san francisco.json"""
"alameda creek","river","4","""Alameda Creek, Fremont, Alameda County, California, United States of America""","","-122.0103727","37.5701222","6","""fremont_and_monterey.json,fremont_and_san bernardino.json,fremont_and_san jose.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"alameda creek regional trail","park","1","""Beard Staging Area, Alameda Creek Regional Trail, Beard Road, Fremont, Alameda County, California, 94555, United States of America""","94555","-122.039252388091","37.5870761","2","""mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"alameda naval air station","museum","1","""Alameda Naval Air Museum, 2151, Ferry Point, Woodstock, Alameda, Alameda County, California, 94501, United States of America""","94501","-122.29917365","37.7814448","4","""berkeley_and_oakland.json,oakland_and_san francisco.json,oakland_and_sausalito.json,san jose_and_sausalito.json"""
"alameda point","administrative","1","""Alameda County, California, United States of America""","","-121.8991419","37.6090291","1","fremont_and_san bernardino.json"
"alameda street","primary","3","""Alameda Street, Nevin, Little Tokyo Historic District, LA, Los Angeles County, California, 90021, United States of America""","90021","-118.2394769","34.0208465","4","""avalon_and_pasadena.json,beverly hills_and_pasadena.json,riverside_and_santa monica.json,san bernardino_and_santa monica.json"""
"alamitos bay","bay","1","""Alamitos Bay, Vista del Golfo, Marina Pacifica, Naples, Long Beach, Los Angeles County, California, 90803, United States of America""","90803","-118.1181203","33.7497397","1","fresno_and_huntington beach.json"
"alamitos beach","industrial","1","""Alamitos Yard, Los Altos, Long Beach, Los Angeles County, California, 90840, United States of America""","90840","-118.106541235029","33.7791145","4","""anaheim_and_long beach.json,berkeley_and_long beach.json,long beach_and_sacramento.json,long beach_and_stockton.json"""
"alamo","town","10","""Alamo, Contra Costa County, California, United States of America""","","-122.0321839","37.8502033","15","""berkeley_and_monterey.json,carlsbad_and_stockton.json,fremont_and_long beach.json,fremont_and_oakland.json,huntington beach_and_napa.json,huntington beach_and_san francisco.json,irvine_and_monterey.json,huntington beach_and_san jose.json,long beach_and_san francisco.json,long beach_and_san jose.json,monterey_and_santa barbara.json,napa_and_san diego.json,san diego_and_stockton.json,san francisco_and_stockton.json,san bernardino_and_stockton.json"""
"alamo creek","stream","2","""Alamo Creek, Ventura County, California, United States of America""","","-119.2876829","34.6883924","4","""big bear lake_and_santa clarita.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json"""
"alamo creek park","park","1","""Alamo Creek Park, Willow Creek Drive, Dublin, Alameda County, California, 94568, United States of America""","94568","-121.910967662648","37.7244438","13","""irvine_and_san jose.json,irvine_and_santa cruz.json,los angeles_and_stockton.json,los angeles_and_santa cruz.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json"""
"alamo pintado rd.","tertiary","1","""Alamo Pintado Road, Ballard, Santa Barbara County, California, 93463, United States of America""","93463","-120.1181989","34.62316","30","""avalon_and_santa cruz.json,big bear lake_and_santa barbara.json,big bear lake_and_santa cruz.json,fremont_and_santa barbara.json,fresno_and_santa barbara.json,long beach_and_santa cruz.json,napa_and_santa ana.json,napa_and_santa barbara.json,napa_and_santa clarita.json,napa_and_santa monica.json,long beach_and_santa barbara.json,pasadena_and_santa barbara.json,pasadena_and_santa cruz.json,riverside_and_santa barbara.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa monica.json,san bernardino_and_santa barbara.json,san diego_and_santa cruz.json,san diego_and_santa monica.json,san francisco_and_santa barbara.json,san francisco_and_santa monica.json,santa ana_and_santa barbara.json,santa ana_and_santa cruz.json,santa ana_and_stockton.json,santa barbara_and_santa clarita.json,santa barbara_and_santa cruz.json,santa barbara_and_santa monica.json,santa barbara_and_temecula.json,santa cruz_and_santa monica.json"""
"alamo plaza","retail","1","""Alamo Plaza, Alamo, Contra Costa County, California, 94507, United States of America""","94507","-122.034802042321","37.85114055","1","fremont_and_oakland.json"
"alamo square","park","1","""Alamo Square, Hayes Street, Western Addition, SF, California, 94117, United States of America""","94117","-122.434695067171","37.7763563","3","""berkeley_and_san francisco.json,oakland_and_san francisco.json,sacramento_and_san francisco.json"""
"alamogordo","residential","2","""Alamogordo Road, Saugus, Santa Clarita, Los Angeles County, California, 91350, United States of America""","91350","-118.5215448","34.4364641","3","""carlsbad_and_long beach.json,carlsbad_and_san jose.json,carlsbad_and_santa monica.json"""
"alaska","residential","19","""Alaska, Walnut, Irvine, Orange County, California, 92606, United States of America""","92606","-117.7917164","33.7147833","42","""avalon_and_monterey.json,bakersfield_and_mammoth lakes.json,bakersfield_and_san francisco.json,bakersfield_and_stockton.json,berkeley_and_malibu.json,berkeley_and_santa barbara.json,beverly hills_and_big bear lake.json,berkeley_and_carlsbad.json,beverly hills_and_sacramento.json,beverly hills_and_san jose.json,big bear lake_and_napa.json,big bear lake_and_newport beach.json,big bear lake_and_santa barbara.json,big bear lake_and_stockton.json,fremont_and_long beach.json,fresno_and_san bernardino.json,huntington beach_and_napa.json,huntington beach_and_san francisco.json,irvine_and_monterey.json,huntington beach_and_san jose.json,long beach_and_oakland.json,long beach_and_sacramento.json,long beach_and_san diego.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_stockton.json,los angeles_and_santa ana.json,mammoth lakes_and_riverside.json,mammoth lakes_and_san diego.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_temecula.json,monterey_and_san bernardino.json,monterey_and_newport beach.json,newport beach_and_oakland.json,oakland_and_santa ana.json,oakland_and_santa clarita.json,pismo beach_and_sausalito.json,riverside_and_sacramento.json,sacramento_and_santa ana.json,san diego_and_santa barbara.json,santa ana_and_stockton.json,santa clarita_and_stockton.json"""
"albany","administrative","13","""Albany, Alameda County, California, United States of America""","","-122.2977474","37.88687","20","""berkeley_and_long beach.json,berkeley_and_san jose.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_oakland.json,berkeley_and_pasadena.json,berkeley_and_sacramento.json,berkeley_and_san francisco.json,berkeley_and_santa monica.json,berkeley_and_stockton.json,berkeley_and_beverly hills.json,berkeley_and_fremont.json,beverly hills_and_oakland.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,riverside_and_sacramento.json,san jose_and_stockton.json"""
"albert park","park","1","""Albert Park, Andersen Drive, San Rafael, Marin County, California, 94901, United States of America""","94901","-122.528735080825","37.9693011","2","""long beach_and_sausalito.json,sacramento_and_sausalito.json"""
"alberta","residential","5","""Alberta, Aliso Viejo, Orange County, California, 92656, United States of America""","92656","-117.7344716","33.5736346","29","""anaheim_and_carlsbad.json,anaheim_and_san bernardino.json,anaheim_and_san francisco.json,anaheim_and_temecula.json,avalon_and_carlsbad.json,avalon_and_san bernardino.json,avalon_and_san diego.json,beverly hills_and_carlsbad.json,avalon_and_temecula.json,bakersfield_and_riverside.json,beverly hills_and_san bernardino.json,beverly hills_and_temecula.json,big bear lake_and_sausalito.json,carlsbad_and_long beach.json,carlsbad_and_riverside.json,carlsbad_and_san bernardino.json,irvine_and_san bernardino.json,carlsbad_and_los angeles.json,irvine_and_temecula.json,long beach_and_san bernardino.json,los angeles_and_san bernardino.json,san bernardino_and_san diego.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san bernardino_and_temecula.json,san diego_and_temecula.json,san francisco_and_temecula.json,pasadena_and_san bernardino.json,san jose_and_temecula.json"""
