attraction_in,attraction_longitude,attraction_latitude,attraction_in_file,youTubeLinkIds
Orinda,-122.1796887,37.8771476,orinda.json,"c_WEWZlaBlE,TcJ1CFhX5Vw,wc-9aQZ7OE8"
Berkeley,-122.2728638,37.8708393,berkeley.json,"lh4b6D14pAs,bA9k2E0FsTE,ifv_ktmbMUk"
Emeryville,-122.2865265,37.8314089,emeryville.json,"FmefDD_xVDo,0yqXRW6fw98,SmzCSzaprVQ"
Albany,-122.2977474,37.88687,albany.json,"Oc60tzQxkpM,LtNI_rxQYYQ,4SdzKgCOa-0"
El Cerrito,-122.3014109,37.9154056,el_cerrito.json,"2NPQYNg7RTY,Hbt_Af5mfTM,BJWv7FtWJtE"
Richmond,-122.3477485,37.9357576,richmond.json,"FvPBhrxp-x4,ZqIcxXbukWs,7ngHhWAFzBc"
El Sobrante,-122.2949893,37.9774476,el_sobrante.json,"d72eUpT0zwc,nPERLX3dg-A,I5x9LxH2d08"
Hercules,-122.2885807,38.0171441,hercules.json,"wkIHb0w51w8,K3HhTsBRfXI,YVMLueil9jA"
San Pablo,-122.3455262,37.9621457,san_pablo.json,"adcKWvSewIc,Il_KGsw2miI,oPDGfYCqDYM"
Pacheco,-122.0752412,37.9835332,pacheco.json,"Crm_YngYG9g,i-d6aedt8vE,T8NR_PPJXJU"
Lafayette,-122.11802,37.8857582,lafayette.json,"ZXmk9Jp23U4,6l_DJx4izSY,8YMd9mxQf18"
